tweet,label,tweet_asli
dipakai untuk acara pernikahan tuh bodoh kunjungi ke jangan cuma main jempol saja kamu keree tidak punya ongkos saya bayarin sudah saya mah begitu orangnya,anger,"dipakai untuk acara pernikahan tuh, bodoh.. kunjungi ke tkp jangan cuma maen jempol aja luu.. keree gk punya ongkos, gw bayarin dah, gw mah gitu orangnya"
padahal yang suka marah marah itu kamu,anger,padahal yang suka marah marah itu lo
bukan pens manchester united namanye kalau tidak ikut ikutan tolol,anger,bukan pens emyu namanye kalo gak ikut2an tolol
aa maaf pagi pagi bahkan marah marah,anger,aa maaf pagi pagi malah marah marah
asli asli tolol sekali saya yaampun,anger,asli asli tolol bat gw yaampun
kamu yang tolol anjing,anger,lu yg tolol anjir
marah terus perasaan,anger,marah mulu perasaan
bodoh betul tidak lah check orang yang xcden itu dulu,anger,bodoh betul g la check org yg xcden tu dulu
entah tolol benaran atau purapura tolol yang masih butuh informasi tentang saya ketika semua akun sosial saya terbuka untuk umum,anger,ntah tolol beneran atau 'pura-pura tolol' yang masih butuh informasi tentang saya ketika semua akun sosial saya terbuka untuk umum.
makanya anjing saya emosi kesal sekali nontonnyaa,anger,"makanya anjir gue emosi, kesel banget nontonnyaa"
benar tapi juga bikin kesal lama lama lihat mukanya,anger,"bener, tpi juga bikin kesal lama2 liat mukanya"
main pakai first e pon kalah tidak dengan kelab bodoh apa bala lah mu ini,anger,main pakai first e pon kalah gak dengan kelab bodoh. apa bala la m.u ni
bodoh sekali tidak sih,anger,bodoh banget gak sih
pagi pagi kok sudah emosi,anger,pagi2 kok udah emosi
iya bagaimana iya bangsat iya begitu gasii,anger,ya gimana ya bangsat ya gitu gasii
tidak jadi deh saya mau kak mark saja biar kamu emosi,anger,"ga jadi deh, aku mau kak mark aja biar kamu emosi."
jangan biarkan satu hal yang bodoh menghancurkan kebahagiaan kamu seharian,anger,jangan biarkan satu hal yang bodoh ngehancurin kebahagiaan lo seharian.
lah ngapa jadi bawa surabaya saudara laki-laki pada hakikatnya sah sah saja apabila ada orang yang muji maupun benci asal alasannya konkret dan tidak munafik mengomong apa mengasih gambar apa jaka sembung bawa kembang tidak menyambung sayang,anger,lah ngapa jadi bawa sby? bro pada hakikatnya sah2 saja apabila ada orang yg muji maupun benci asal alasannya konkret dan tdk munafik ngomong apa ngasi gambar apa.. jaka sembung bawa kembang ga nyambung sayang
saya punya facebook coba buka bem ternyata sama saja banyak virus adm wabahnya nyebar ini manusia bodoh perlu banyak didikan sampai urat malu putus kurang didikan,anger,"gue punya facebook ,coba buka bem ternyata sama aja banyak virus adm, wabahnya nyebar, ini manusia bodoh perlu banyak didikan, ampe urat malu putus kurang didikan"
orang bodoh jadi ustad pengikutnya jadi bodoh semua,anger,orang bodoh jadi ustad pengikutnya jadi bodoh semua
khai kamu bodoh sekali tolol brengski oon gblok saya ksel sekali saya kesell,anger,khai lu bego bgt tolol brengski oon gblok aaaak ksel bgt gw kesell
terbawa emosi,anger,kebawa emosi
dari awal tidak suka karakternya nu kenapa dia bisa seserakah itu dan bodoh sekali segitu butanya this is i called him a jerk,anger,"dari awal gasuka karakternya nu, knp dia bisa seserakah itu?? dan bodoh bgt segitu butanya. this is why i called him a jerk"
mu tolol,anger,mu tolol
rasa macam terlalu bodoh untuk law ini ambil course lain lagi lah bodo keje grab je lah,anger,"rasa macam terlalu bodoh untuk law ni, nk ambil course lain lagi la bodo keje grab je la"
emosi sekali kalau ada yang bilang cakap harus putih makan taii,anger,emosi bgt klo ada yg bilang cakep harus putih. makan taii!
anjing bsbsnya mimpi iparku ternyata jelmaan siluman babi iya tapi kalau dipikir dipikir ada korelasinya sih sama sikap sifat dan tingkah lakunya yang tidak layak disebut manusia cok baru kali ini saya bisa benci sekali sama manusia,anger,"anjir bsbsnya mimpi iparku ternyata jelmaan siluman babi, y tp kalo dipikir2 ada korelasinya si sm sikap, sifat dan tingkah lakunya yg ga layak disebut manusia wkwk cok baru kali ini aku bisa benci banget sama manusia"
sudah bodoh sudah relax nanti sendiri sakit,anger,dah bodoh dah relax nanti sendiri sakit
kamu yang menganggap poligami adalah solusi dari perzinaan oiya dan tidak semua laki laki mau poligami juga poligami tidak gampang banyak orang yang benci poligami karena manusia manusia mirip kamu ingat iya tanggung jawab poligami itu berat,anger,"lo yg menganggap poligami adalah solusi dari perzinaan. oiya dan ngga semua laki2 mau poligami juga. poligami ngga gampang. banyak orang yg benci poligami karna manusia2 kayak lo. inget ya, tanggung jawab poligami itu berat."
pickaw punya dendam mirip iya,anger,pickaw punya dendam kek nya
ayah melarang anak istri nunjukin rasa jengkel also ayah kalau jengkel nada mengomongnya ketus banting pintu narok barang kasar,anger,"bokap: ngelarang anak & istri nunjukin rasa jengkel also bokap: kalo jengkel nada ngomongnya ketus, banting pintu, narok barang kasar"
sih bodoh meminta monthly salary tidak ngitung dulu kalau diannual ternyata sama saja sana sama sini pas di approved bingung kelabakan,anger,"si bodoh, minta monthly salary gak ngitung dulu kalo diannual ternyata sama aja sana sama sini pas di approved bingung kelabakan"
mungkin dia pengikut pimpinan pesantren yang cabul itu makanya bisa bikin opini se tolol begitu,anger,mungkin dia pengikut pimpinan pesantren yg cabul itu makanya bisa bikin opini se tolol gitu
bodoh anjing,anger,bodoh ajgg
bapak pengkhianat negara bergaduh dengan bapak songlap negara sudah tikam belakang anak jadi good cop pula lawak bodoh,anger,bapak pengkhianat negara bergaduh dengan bapak songlap negara dah tikam belakang ph nak jadi good cop  pulak lawak bodoh!
diselingkuhin mereka belum sampai pacaran sih tapi main belakang saja diam diam begitu tapi tidak mulus bodoh sekali mereka pdktnya jadi ketauannya cepat,anger,"diselingkuhin mereka belum sampe pacaran sih, tapi main belakang aja. diem diem gitu tapi ga mulus, bego banget mereka pdktnya jadi ketauannya cepet"
anjr kesal sekali sama yang suka curi semangat ashh semoga lancar jadi bisa di tadi punya sih pencuri mana judulny dari yang keren jadi hanya bridge tree fragment,anger,"anjr kesal bgt sm yg suka curi"", semangat ashh smoga lancar jd bisa di td punya si pencuri mana judulny dari yg keren jdi cuman bridge, tree, fragment"
sabar sabar tidak boleh marah,anger,sabar sabar gak boleh marah
mestinya yang benci pemerintah di obatin sampai sembuhtdk hanya covidnya yang sembuh tapi sakit hatinya juga sembuh,anger,"mestinya yg benci pemerintah di obatin sampe sembuh,tdk hanya covidnya yg sembuh tapi sakit hatinya juga sembuh.."
jangan main klarinet jangan pernah melambaikan lampu senter ke depan dan ke belakang terlalu cepat itu dianggap undangan jangan pernah berhenti menatap sekitar jangan makan keju kecuali yang kotak jangan pakai topi sombrero jangan pakai baju bodoh,anger,"1. jangan main klarinet. 2. jangan pernah melambaikan lampu senter ke depan dan ke belakang terlalu cepat. itu dianggap undangan. 3. jangan pernah berhenti menatap sekitar. 4. jangan makan keju, kecuali yang kotak. 5. jangan pakai topi sombrero. 6. jangan pakai baju bodoh."
bangsat sudah ini,anger,bangsat dah ini
yang no izinkan suami berpoligamiuntuk mencegah perzinahan aduh bodoh sekali iya jadi orang jadi selama ini pernikahan itu zina begitu dan poligami itu bagus dianjurkan diagama begitu helloww diagama tidak ada tuh kontol harus lubang bajingan bangsat kamu,anger,"yang no 3 ""izinkan suami berpoligami,untuk mencegah perzinahan"" aduhh goblok banget ya jadi orang, jadi selama ini pernikahan itu zina gitu? dan poligami itu bagus & dianjurkan diagama gitu? helloww diagama gaada tuh 1 kontol harus 2 lubang. bajingan bangsat lo"
sudah emosi og dari tadi,anger,dah emosi og dari tadi wkkw
sayang bagaimana cara mainin perasaan cowok dan nantinya sih cowok mirip menyesal sudah meninggalkan cewenya begitu kata temenku sih begitu biar berpikir sih cowonya meninggalkan sih kali adalah pilihan bodoh,anger,say! gimana cara mainin perasaan cowo dan nantinya si cowo kek nyesel udah ninggalin cewenya gitu? kata temenku si gitu biar berpikir si cowonya ninggalin si x adalah pilihan bodoh 
kalau menaksir ada sih nder cuma setiap mau dideketin saya selalu mengasih lampu merah jadi pada mundur sendiri sendiri saya disuruh sekolah dulu sama orang tua saya benci penolakan maka dari itu saya kasih lampu merah saja daripada pas menembak saya tolak saya takut mereka sakit hati,anger,"klo naksir ada si nder cuma setiap mau dideketin aku selalu ngasi lampu merah, jd pada mundur sendiri sendiri. aku disuruh sekolah dlu sm ortu, aku benci penolakan maka dari itu aku kasi lampu merah aja drpd pas nembak aku tolak, aku takut mereka sakit hati"
kotoran saya benci twitter suka ke refresh sendiri bangsaat padahal tadi ada tweet lucu jadi tidak kebaca,anger,"taik gua benci twitter, suka ke refresh sendiri bangsaat, padahal tadi ada tweet lucu jadi gak kebaca"
konyol bodoh,anger,konyol bego
boleh benci tapi jangan bodoh,anger,boleh benci tapi jangan bodoh
salah sendiri baperan tolol,anger,"salah sendiri baperan, tolol!"
sudah hari ke pun masih kena marah pasal panadol,anger,dah hari ke 6 pun still kena marah pasal panadol
bangsat benar juga,anger,bangsat bener juga
ingin kelihatan pintar tapi tolol,anger,pengen keliatan pinter tapi tolol
tolol sekali nilo jilat kotoran sebdiri guwvtakut sih bayangkan omar marahh eumm,anger,tolol bgt nilo jilat tai sebdiri guwvtakut siiii bayangin omar marahh eumm
cinta emyuu tolol sumpah,anger,luv emyuu tolol sumpah
nah ini satu lagi cebong tolol nongol,anger,nah ini satu lagi cebong tolol nongol..
kalau mau di suruh mati berarti kamu tolol,anger,klo mau di suruh mati berarti kamu tolol
oh pantas orang mengakui bodoh og panjang umur dualisme,anger,oh pantes orang mengakui bodoh og. panjang umur dualisme ckck
mereka ini tidak pernah lihat orang negro apa iya rasis sekali bangsat,anger,"mereka ini ga pernah liat orang negro apa ya, rasis banget bangsat"
saya benci dimana setiap saya mulai suka sama orang kenapa orang itu seakanakan menghindar,anger,gua benci dimana setiap gua mulai suka sama orang kenapa orang itu seakan-akan menghindar
biarkan marah sekali saya kali ini,anger,biarin marah banget aing kali ini
pagi tiba tiba baca banyak berita di cebong ngamuk ngamuk dan cari banyak alasan tentang dewa iya tidak di hargai luhut saat pidatocebong menghibur diri pura pura bahagiacebong cebong bodoh idiot kalian itu permanentmentang mentang gratis kamu ambil semua bodoh nyaidiot,anger,pagi tiba tiba baca banyak berita di tl cebong ngamuk ngamuk dan cari banyak alasan tentang dewa nya tidak di hargai luhut saat pidato.cebong menghibur diri pura pura bahagia.cebong cebong bodoh idiot kalian itu permanent.mentang mentang gratis loe ambil semua bodoh nya.idiot
lagunya sakusa habis diputuskan atsumu habis itu misuhin lagu yakali anjing saya bisa benci kamu yakali anjing saya cari yang baru saya maunya kamu tidak yang baru tidak dengan benci kamu,anger,"lagunya sakusa habis diputusin atsumu habis itu misuhin lagu ""yakali ajg gue bisa benci lo. yakali ajg gue cari yang baru. gue maunya lo gak yang baru gak dengan benci lo"""
soalnya dari kecil sudah dicekokin kalau yang cakap itu yang kulitnya putih alias tolol,anger,"soalnya dari kecil udah dicekokin kalo yang cakep itu yang kulitnya putih, alias tolol"
kesal sekali anjing pagi pagi sudah ribet kamu bangsat,anger,kesel bgt anjir pagi2 udah ribet lu bangsat
bodoh,anger,bodoh
jengkel sekali sama call centernya buru buru sekali closing iya padahal masalah belum selesai parah oia kan sicepat namanya,anger,"jengkel bgt sama call centernya buru2 bgt closing nya, padahal masalah belom kelar. parahh!! oia kan sicepat namanya"
kegaduhan yang ditimbulkan dan efek demo bersilit silitnya sampai sekarang tidak hilang hilang meski pada akhirnya mereka marah karena kecewa jebul sing didukung bahkan pada dadi mentri kabeh,anger,kegaduhan yg ditimbulkan dan efek demo bersilit silitnya sampe skrg ga ilang2. meski pd akhirnya mrk marah krn kecewa jebul sing didukung malah pada dadi mentri kabeh
janji dapat dedak bodoh pun bodoh lah,anger,janji dapat dedak bodoh pun bodoh la..
ini yang kelimaa anjing sial terus dalam seminggu bangsat nanti besok apa lagi ini taiik,anger,ini yg kelimaa anjing sial mulu dalam seminggu bangsat ntar besok apa lagi nih taiik
sudah banyak masyarakat yang tahu gerakgerik pembohong penjual dalil sih bangsat provokator pemecah belah anak bangsa memang polisi harusnya menjebloskan bui bajingan janji,anger,sdh banyak masyarakat yg tau gerak-gerik pembohong penjual dalil si bangsat provokator hh pemecah belah anak bangsa.. mmg polisi hrsnya sgr menjebloskan bui bajingan jnj
meminta anak makan macam macam meminta lah suami kok meminta orang lain suruh beli pula bodoh,anger,minta nak makan macam2 minta la suami ko. minta org lain suruh beli pulak. bodoh
bodoh lah takda flight terdekat,anger,bodoh lah takda flight terdekat
masih pagii tahan jangan emosi,anger,masi pagii tahan jangan emosi:)
bisabisanya mark tidak calling saya marah,anger,bisa-bisanya mark gak calling gue /marah
manchester united yang kalah kok saya yang emosi iya,anger,emyu yg kalah kok aku yg emosi yaa?
saya yakin mereka bakal jengukin sih tapi kita tidak tahu iya mereka mau share apa tidak yang penting jam tidak sendirian lagi ah copit bangsat meminta maaf kamu bikin mimi sakit dan sndirian,anger,aku yakin mereka bakal jengukin sih tapi kita ga tau ya mereka mau share apa enggak. yang penting jm ga sendirian lagi ahh copit bangsat. minta maaf lu bikin mimi sakit dan sndirian
hukum bangsat hanya buat bangsat,anger,hukum bangsat hanya buat bangsat !
lagi ramai kalau suami boleh pukul istri iya kalau pukul bercanda tidak bikin lebam saya sih biasa saja tapi saya tipe orang yang tidak suka disakitin jadi kalau saya dipukul kupukul balik soalnya sayah semasa hidup tidak pernah pukul saya marah saja tidak pernah karena saya anak satu satunya,anger,lagii rame kalo suami boleh pukul istri yaa. kalo pukul bercanda ga bikin lebam aku sih biasa ajaa tp aku tipe org yg gasuka disakitin jd kalo aku dipukul kupukul balik soalnya sayah semasa hidup gapernah pukul aku marah aja ga pernah krn ak anak satu2nya
bodoh sekali sudah checkout maybelline lupa pilih hadiah,anger,"bodoh banget dah checkout maybelline lupa pilih hadiah,"
tidak mau eskrim mau balas dendam sama om jev anjing maaf kak esmosi jiwa tidak apa apa lagi om jevan shibal,anger,"gamau eskrim mau balas dendam sama om jev anjg maap kak esmosi jiwa - gpp, lagi, om jevan shibal.."
di satu sisi kalopun memang proses kemarin saya gagal saya tidak apa-apa sekali minum obat lagi yang penting selesai please sekali saya sudah benci sekali di situasi di mana saya hanya keep rasa sakit sendiri dan saya susah kemana mana benci sekali,anger,"di satu sisi, kalopun emang proses kemaren gue gagal, gue gapapa banget minum obat lagi. yang penting kelar. please banget. gue udah benci banget di situasi di mana gue cuman keep rasa sakit sendiri dan gue susah kemana mana. benci banget."
dari match competitive yang menang cuma tolol lebih baik uninstall lagi saja sudah memang tidak berbakat,anger,"dari 15 match competitive, yg menang cuma 4, tolol mending uninstall lagi aja udah, emang gk berbakat"
saya masih jengkel iya sama teman teman sekelompok saya,anger,gue masih jengkel yaa sama temen temen sekelompok gue
slogan itu sudah boleh buang ganti dengan semua polis adalah bangsat,anger,"slogan tu dah boleh buang, ganti dengan ""semua polis adalah bangsat"""
wkwkakak faker tolol ye,anger,wkwkakak faker tolol ye
setelah kucing saya sudah di steril selama hari itu sudah dikurung dirumah dan hari ini kabur dong main lagi ke rumah sih tetangga sinting ini langsung saya kejar eh berharap tidak ketemu dia tahu tahu bahkan sapaan ketemu amnjing benar sudah bangsat,anger,"setelah kucing gua udh di steril selama 13 hari itu udah dikurung dirumah, dan hari ini kabur dong main lagi ke rumah si tetangga sinting ini langsung gua kejar eh berharap gak ketemu dia tau2 malah sapaan ketemu amnjing bener dah bangsat"
